text,author
"True beauty, the kind that doesn't fade or wash off, takes time. It takes incredible endurance. It is the slow drip that creates the stalactite, the shaking of the Earth that creates mountains, the constant pounding of the waves that breaks up the rocks and smooths the rough edges. And from the violence, the furor, the raging of the winds, the roaring of the waters, something better emerges, something that would have otherwise never existed.","And so we endure. We have faith that there is purpose. We hope for things we can't see. We believe there are lessons in loss, power in love, and that we have within us the potential for a beauty so magnificent, our bodies can't contain it."
"Change may not always bring growth, but there is no growth without change.","Roy T. Bennett, The Light in the Heart"
"When you take control of your attitude, you take control of your life.","Roy T. Bennett, The Light in the Heart"
What other people think and say about you is none of your business. The most destructive thing you would ever do is to believe someone else's opinion of you. You have to stop letting other people's opinions control you.,"Roy T. Bennett, The Light in the Heart"
"Enthusiasm can help you find the new doors, but it takes passion to open them. If you have a strong purpose in life, you don't have to be pushed. Your passion will drive you there.","Roy T. Bennett, The Light in the Heart"
"The comfort zone is a psychological state in which one feels familiar, safe, at ease, and secure. You never change your life until you step out of your comfort zone; change begins at the end of your comfort zone.",Roy T. Bennett
Let go of something old that no longer serves you in order to make room for something new.,"Roy T. Bennett, The Light in the Heart"
Scars are just another kind of memory.,"M.L. Stedman, The Light Between Oceans"
Life is short. Focus on what really matters most. You have to change your priorities over time.,"Roy T. Bennett, The Light in the Heart"
"I have realized; it is during the times I am far outside my element that I experience myself the most. That I see and feel who I really am, the most! I think that's what a comet is like, you see, a comet is born in the outer realms of the universe! But it's only when it ventures too close to our sun or to other stars that it releases the blazing ""tail"" behind it and shoots brazen through the heavens! And meteors become sucked into our atmosphere before they burst like firecrackers and realize that they're shooting stars! That's why I enjoy taking myself out of my own element, my own comfort zone, and hurling myself out into the unknown. Because it's during those scary moments, those unsure steps taken, that I am able to see that I'm like a comet hitting a new atmosphere: suddenly I illuminate magnificently and fire dusts begin to fall off of me! I discover a smile I didn't know I had, I uncover a feeling that I didn't know existed in me... I see myself. I'm a shooting star. A meteor shower. But I'm not going to die out. I guess I'm more like a comet then. I'm just going to keep on coming back.",C. JoyBell C.
"To care about your outward appearance is important, but what's more important is to have a beautiful soul.",Roy T. Bennett
Great leaders can see the greatness in others when they can't see it themselves and lead them to their highest potential they don't even know.,"Roy T. Bennett, The Light in the Heart"
Surround Yourself with Positive People Who Believe in Your Dreams,
